Name,Ticker,"Sub-Sector","Market Cap","1D Change in Put OI","Highest 1D OI Change CE Strike","1 D Change in Call OI","1D Change in Future OI","Highest 1D OI Change PE Strike","1D Change in Future Volume","Highest 1W OI Change CE Strike","1W Change in Future OI","1W Change in Call OI","Percentage Rollover","Rollover Cost","Put Call Ratio","Highest Put OI Strike","Put Open Interest","Call Open Interest","Future Volume","Future Open Interest","Lot Size","Future Close Price","Basis","Fair Value Spread","Fair Value","Calendar Spread","Highest Call OI Strike","Cash & Carry Profit","1W Change in Future Volume","1W Change in Put OI","Highest 1W OI Change PE Strike"
UTI Asset Management Company Ltd,UTIAMC,"Asset Management","10687.370204875",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nippon India ETF Bank BeES,BANKBEES,"Equity","10625.94809425",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brigade Enterprises Ltd,BRIGADE,"Real Estate","10583.960467289999",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tata Investment Corporation Ltd,TATAINVEST,"Asset Management","10576.44067584",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aether Industries Ltd,AETHER,"Specialty Chemicals","10564.73467685",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cholamandalam Financial Holdings Ltd,CHOLAHLDNG,"Diversified Financials","10513.65994854",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Housing and Urban Development Corporation Ltd,HUDCO,"Specialized Finance","10489.956",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motilal Oswal Financial Services Ltd,MOTILALOFS,"Diversified Financials","10442.201316339999",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jindal Stainless (Hisar) Ltd,JSLHISAR,"Iron & Steel","10379.946466575",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bikaji Foods International Ltd,BIKAJI,"FMCG - Foods","10282.3021548",,,,,,,,,,,,,,,,,,,,,,,,,,,,
PVR Ltd,PVR,"Theatres","10262.705151125","31.529263687853998","1980","0.8510074231177094","1.85185185185186","1560","-64.84354457007626","1760","15.235697940503432","273.36898395721926","2.699","0.13999999999999999","0.5986823259810943","1700","850630","1420837","544159","2887665","407","1684.1","7.35","-3.4368854974431997","1687.536885497443","2.35","1800","267.08269","-0.2892078681552366","118.6192468619247","1840"
Manappuram Finance Ltd,MANAPPURAM,"Consumer Finance","10237.144247255","7.91884816753927","125","0.0490453013852489","-0.23228803716608","124","-46.0613349368611","124","20.594972067039105","209.95575221238937","4.138","0.041","0.5885082084225554","110","9894000","16812000","10764000","46386000","6000","121.75","0.8","0.2577253454465165","121.49227465455348","0.05","125","1902.92286","-0.1153846153846154","177.6094276094276","100"
HFCL Ltd,HFCL,"Telecom Equipments","10236.87174024",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natco Pharma Ltd,NATCOPHARM,"Pharmaceuticals","10204.9455235",,,,,,,,,,,,,,,,,,,,,,,,,,,,
CESC Ltd,CESC,"Power Generation","10200.26445885",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Godfrey Phillips India Ltd,GODFRYPHLP,"FMCG - Tobacco","10166.111208",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akzo Nobel India Ltd,AKZOINDIA,"Specialty Chemicals","10149.34207961",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allcargo Logistics Ltd,ALLCARGO,"Logistics","10133.711887380001",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundaram Clayton Ltd,SUNCLAYLTD,"Auto Parts","10057.672934775",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mangalore Refinery and Petrochemicals Ltd,MRPL,"Oil & Gas - Refining & Marketing","9849.60512674",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raymond Ltd,RAYMOND,"Apparel & Accessories","9848.91776414",,,,,,,,,,,,,,,,,,,,,,,,,,,,
E I D-Parry (India) Ltd,EIDPARRY,"Sugar","9845.12559686",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amara Raja Batteries Ltd,AMARAJABAT,"Batteries","9829.4053125",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITI Ltd,ITI,"Telecom Equipments","9795.1791392",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brookfield India Real Estate Trust REIT,BIRET,"Real Estate","9717.190029927",,,,,,,,,,,,,,,,,,,,,,,,,,,,
V I P Industries Ltd,VIPIND,"Apparel & Accessories","9683.18941575",,,,,,,,,,,,,,,,,,,,,,,,,,,,
India Grid Trust,INDIGRID,"Power Transmission & Distribution","9591.90281",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zydus Wellness Ltd,ZYDUSWELL,"FMCG - Foods","9568.36549328",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanla Platforms Ltd,TANLA,"Software Services","9549.373852589999",,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNB Housing Finance Ltd,PNBHOUSING,"Home Financing","9486.31579388",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Great Eastern Shipping Company Ltd,GESHIP,"Oil & Gas - Storage & Transportation","9273.440942755",,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRBL Ltd,KRBL,"Packaged Foods & Meats","9219.4569103",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eureka Forbes Ltd,EUREKAFORBE,,"9163.1768064",,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK Lakshmi Cement Ltd,JKLAKSHMI,"Cement","9110.016509719999",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Godrej Agrovet Ltd,GODREJAGRO,"Agro Products","9083.437612560001",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vardhman Textiles Ltd,VTL,"Textiles","9077.97864",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tejas Networks Ltd,TEJASNET,"Telecom Equipments","9019.60178702",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Easy Trip Planners Ltd,EASEMYTRIP,"Tour & Travel Services","8978.4228",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyient Ltd,CYIENT,"Software Services","8951.96706607",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jindal Worldwide Ltd,JINDWORLD,"Textiles","8939.199432",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deepak Fertilisers and Petrochemicals Corp Ltd,DEEPAKFERT,"Fertilizers & Agro Chemicals","8925.0142275",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karur Vysya Bank Ltd,KARURVYSYA,"Private Banks","8907.303251",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gujarat Narmada Valley Fertilizers & Chemicals Ltd,GNFC,"Fertilizers & Agro Chemicals","8891.50857543","15.444711538461538","630","0.0314547837483616","0.644823980481","590","-63.40195882470518","720","11.10691823899371","80.33913840513291","3.047","0.803","0.4881829733163914","500","2497300","5115500","2380300","7507500","1300","573","0.9","7.509703608553309","565.4902963914467","4.6","700","-1799.05495","-0.3132033008252063","116.08548931383575","580"
Eris Lifesciences Ltd,ERIS,"Pharmaceuticals","8836.67679066",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poly Medicure Ltd,POLYMED,"Health Care Equipment & Supplies","8684.424049680001",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kotak Mahindra Asset Management Company Limited,KOTAKBKETF,"Equity","8642.347920388",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galaxy Surfactants Ltd,GALAXYSURF,"Specialty Chemicals","8618.1638424",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahanagar Gas Ltd,MGL,"Gas Distribution","8567.49057483","3.97830018083182","940","0.0318559556786703","-2.77221108884435","840","36.60220994475138","880","10.881632653061224","101.89701897018972","4.463","-0.47000000000000003","0.7718120805369127","800","460000","596000","791200","2328800","800","872","4.65","11.592566843728946","860.407433156271","-4.1","900","949.95193","-0.336241610738255","67.15116279069768","840"
Swan Energy Ltd,SWANENERGY,"Textiles","8503.40574",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sapphire Foods India Ltd,SAPPHIRE,"Restaurants & Cafes","8474.986405875",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finolex Cables Ltd,FINCABLES,"Cables","8417.7815488",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astrazeneca Pharma India Ltd,ASTRAZEN,"Pharmaceuticals","8396.625",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jubilant Ingrevia Ltd,JUBLINGREA,"Specialty Chemicals","8379.26331669",,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBI-ETF Nifty 50,SETFNIF50,"Equity","8375.508879793",,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHARAT Bond ETF-April 2023-Growth,EBBETF0423,"Debt","8369.700871194",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Balaji Amines Ltd,BALAMINES,"Specialty Chemicals","8282.66763",,,,,,,,,,,,,,,,,,,,,,,,,,,,
National Standard (India) Ltd,NATIONSTD,"Real Estate","8201.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalpataru Power Transmission Ltd,KALPATPOWR,"Power Infrastructure","8104.3836454",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sonata Software Ltd,SONATSOFTW,"IT Services & Consulting","8102.085109739999",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RITES Ltd,RITES,"Business Support Services","8060.926799415",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kama Holdings Ltd,KAMAHOLD,"Conglomerates","8060.897025675",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Century Textile and Industries Ltd,CENTURYTEX,"Paper Products","8030.919392",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birlasoft Ltd,BSOFT,"IT Services & Consulting","7971.59629797","-3.62537764350453","315","0.0316139767054908","2.42799333492025","305","8.442330558858501","315","16.329842931937172","245.40389972144845","3.621","0.494","0.3858870967741935","290","1914000","4960000","1824000","8606000","2000","293.5","1.8","0.30993021172122326","293.1900697882788","1.45","300","1271.00069","-0.4192562404482934","144.1326530612245","295"
Balrampur Chini Mills Ltd,BALRAMCHIN,"Sugar","7940.2166","20.54241200230813","445","0.2584745762711864","-0.5157962604771","320","-48.89568467550119","470","5.420249653259362","182.319391634981","10.854999999999999","0.269","0.4689113355780022","360","3342400","7128000","2406400","7406400","1600","390.5","1.35","0.7902489358663161","389.7097510641337","1.05","410","-325.64987","0.0735189150606709","226.40625","330"
Triveni Turbine Ltd,TRITURBINE,"Heavy Electrical Equipments","7908.05213864",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Granules India Ltd,GRANULES,"Pharmaceuticals","7894.224486939999","-4.96350364963503","315","-0.0104422604422604","-1.35135135135134","325","-10.84142394822006","325","9.25945945945946","169.84924623115577","1.6070000000000002","0.58","0.404096834264432","300","1302000","3222000","1102000","7592000","2000","327.5","1.35","-0.5812209911150603","328.08122099111506","1.9","330","95.94403","-0.6157601115760112","116.27906976744184","290"
Shyam Metalics and Energy Ltd,SHYAMMETL,"Iron & Steel","7864.13761104",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rainbow Children's Medicare Ltd,RAINBOW,"Hospitals & Diagnostic Centres","7842.02033762",,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNC Infratech Ltd,PNCINFRA,"Construction & Engineering","7807.769486775",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laxmi Organic Industries Ltd,LXCHEM,"Specialty Chemicals","7774.519728360001",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alok Industries Ltd,ALOKINDS,"Textiles","7671.2964195449995",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamilnad Mercantile Bank Ltd,TMB,"Private Banks","7622.24723829",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shoppers Stop Ltd,SHOPERSTOP,"Retail - Department Stores","7619.346889830001",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birla Corporation Ltd,BIRLACORPN,"Cement","7614.673738095",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latent View Analytics Ltd,LATENTVIEW,"IT Services & Consulting","7608.3846067350005",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jyothy Labs Ltd,JYOTHYLAB,"FMCG - Household Products","7518.5969859",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supreme Petrochem Ltd,SPLPETRO,"Specialty Chemicals","7509.901096125",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Route Mobile Ltd,ROUTE,"IT Services & Consulting","7506.990401075",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi Commodity Exchange of India Ltd,MCX,"Stock Exchanges & Ratings","7441.737477510001","-1.1659192825112","1640","0.0315342631898121","-0.73249340755933","1520","-45.21963824289405","1640","20.858064516129037","362.2282608695652","1.8519999999999999","0.272","0.647854203409759","1400","440800","680400","254400","1355200","400","1469","7.05","11.182686308590064","1457.81731369141","4","1600","485.49157","-0.5717171717171717","459.3908629441624","1400"
Saregama India Ltd,SAREGAMA,"Movies & TV Serials","7432.99136655",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equitas Small Finance Bank Ltd,EQUITASBNK,"Private Banks","7425.59960142",,,,,,,,,,,,,,,,,,,,,,,,,,,,
BSE Ltd,BSE,"Stock Exchanges & Ratings","7413.88402443",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anupam Rasayan India Ltd,ANURAS,"Specialty Chemicals","7408.52771073",,,,,,,,,,,,,,,,,,,,,,,,,,,,
KNR Constructions Ltd,KNRCON,"Construction & Engineering","7396.46998",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Craftsman Automation Ltd,CRAFTSMAN,"Industrial Machinery","7389.415489139999",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chemplast Sanmar Ltd,CHEMPLASTS,"Building Products - Pipes","7375.8116271",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graphite India Ltd,GRAPHITE,"Electrical Components & Equipments","7356.375",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rashtriya Chemicals and Fertilizers Ltd,RCF,"Fertilizers & Agro Chemicals","7348.485492",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Welspun India Ltd,WELSPUNIND,"Textiles","7311.6327816",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Can Fin Homes Ltd,CANFINHOME,"Home Financing","7262.891748125","12.09239130434782","560","0.0377906976744186","3.72184133202742","470","73.87755102040816","570","16.080645161290324","104","1.762","0.687","0.7703081232492998","500","804375","1044225","1246050","4130100","975","545.85","0.4","-0.6870426381706238","546.5370426381706","3.75","550","-1733.06112","-0.2145052243392747","98.79518072289156","470"
MedPlus Health Services Ltd,MEDPLUS,"Online Services","7249.51372365",,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCL Products India Ltd,CCL,"Tea & Coffee","7188.1636572",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBCC (India) Ltd,NBCC,"Construction & Engineering","7164",,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMM Pfaudler Ltd,GMMPFAUDLR,"Industrial Machinery","7096.4978084",,,,,,,,,,,,,,,,,,,,,,,,,,,,
JK Paper Ltd,JKPAPER,"Paper Products","7057.301651039999",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apar Industries Ltd,APARINDS,"Electrical Components & Equipments","7049.84499218",,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCI Express Ltd,TCIEXP,"Logistics","7010.265653625",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metropolis Healthcare Ltd,METROPOLIS,"Hospitals & Diagnostic Centres","7001.532072","1.3157894736842","1520","0.0304806565064479","-1.97101449275362","1360","-2.85714285714285","1320","2.633628793983347","50","3.4799999999999995","0.106","0.4379977246871445","1300","308000","703200","312800","1352800","400","1370.55","2.55","2.0602260118073445","1368.4897739881926","1.45","1600","-1164.48479","-0.4622657727350868","42.85714285714286","1340"
Bls International Services Ltd,BLS,"Outsourced services","6986.0851485",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Firstsource Solutions Ltd,FSL,"Outsourced services","6962.19369912","23.50119904076739","108","0.0923809523809524","0.09943652635067","102.5","6.18279569892472","107.5","13.178403755868544","312.58992805755395","4.271","0.243","0.4489973844812554","95","2678000","5964400","2054000","15704000","5200","102.8","0.5","2.8821938438219377","99.91780615617806","0.25","110","476.35503","-0.7032306536438768","139.5348837209302","85"
Hinduja Global Solutions Ltd,HGS,"Outsourced services","6898.276833325",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sterlite Technologies Ltd,STLTECH,"Telecom Equipments","6888.2509742699995",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network18 Media & Investments Ltd,NETWORK18,"Movies & TV Serials","6883.686512425",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archean Chemical Industries Ltd,ACI,"Commodity Chemicals","6875.585760375",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triveni Engineering and Industries Ltd,TRIVENI,"Sugar","6846.5047152",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cera Sanitaryware Ltd,CERA,"Building Products - Ceramics","6846.42213234",,,,,,,,,,,,,,,,,,,,,,,,,,,,
JM Financial Ltd,JMFINANCIL,"Investment Banking & Brokerage","6845.82334926",,,,,,,,,,,,,,,,,,,,,,,,,,,,
India Cements Ltd,INDIACEM,"Cement","6839.43122607","-0.7716049382716","230","0.165778251599147","-2.63912794033276","200","-33.89513108614232","245","16.738675958188153","117.61194029850745","1.3559999999999999","0.744","0.5880201188843164","210","3729400","6342300","3071100","14763900","2900","221.9","1.2","0.09405428686375217","221.80594571313625","1.65","230","924.92727","-0.4047217537942664","47.30813287514319","245"
Cochin Shipyard Ltd,COCHINSHIP,"Shipbuilding","6811.1613942",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet Hotels Ltd,CHALET,"Hotels, Resorts & Cruise Lines","6788.37324704",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Praj Industries Ltd,PRAJIND,"Construction & Engineering","6760.6416384",,,,,,,,,,,,,,,,,,,,,,,,,,,,
National Highways Infra Trust,NHIT,"Roads","6746.8437324",,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEAT Ltd,CEATLTD,"Tires & Rubber","6742.62583548",,,,,,,,,,,,,,,,,,,,,,,,,,,,
shipping corporation of India Ltd,SCI,"Logistics","6698.1897638",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Procter & Gamble Health Ltd,PGHL,"Pharmaceuticals","6681.66623955",,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHARAT Bond ETF-April 2030-Growth,EBBETF0430,"Debt","6636.666277530001",,,,,,,,,,,,,,,,,,,,,,,,,,,,
KSB Ltd,KSB,"Industrial Machinery","6612.6201639",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Home First Finance Company India Ltd,HOMEFIRST,"Home Financing","6589.32350934",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Symphony Ltd,SYMPHONY,"Home Electronics & Appliances","6563.015955",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hindustan Foods Ltd,HNDFDS,"FMCG - Foods","6548.0954352",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bombay Burmah Trading Corporation Ltd,BBTC,"Tea & Coffee","6530.64984",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince Pipes and Fittings Ltd,PRINCEPIPE,"Building Products - Pipes","6523.685968895",,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHARAT Bond ETF-April 2032,BBETF0432,"Debt","6496.905610791",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amber Enterprises India Ltd,AMBER,"Home Electronics & Appliances","6487.222498085",,,,,,,,,,,,,,,,,,,,,,,,,,,,
JBM Auto Ltd,JBMA,"Auto Parts","6477.577890959999",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indiabulls Housing Finance Ltd,IBULHSGFIN,"Home Financing","6462.03445515","12.0182555780933","170","0.1193910256410255","-1.04129263913823","110","1.4264036418816401","152.5","13.151476251604622","201.294033069734","10.241999999999999","0.416","0.527081842042472","140","8836000","16764000","13368000","44096000","4000","144.4","0.35","7.475032484336225","136.92496751566378","0.6","160","-900.25609","0.3384060873047656","258.6038961038961","155"
ESAB India Ltd,ESABINDIA,"Industrial Machinery","6460.6813893",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garware Technical Fibres Ltd,GARFIBRES,"Textiles","6369.2986117949995",,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV18 Broadcast Ltd,TV18BRDCST,"TV Channels & Broadcasters","6360.2761936",,,,,,,,,,,,,,,,,,,,,,,,,,,,
India Infrastructure Trust,INFRATRUST,"Infra REIT","6347.84",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eclerx Services Ltd,ECLERX,"Outsourced services","6331.0977975",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Go Fashion (India) Ltd,GOCOLORS,"Apparel & Accessories","6288.26600712",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indinfravit Trust,INDINFR,"Roads","6266.1528877",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lemon Tree Hotels Ltd,LEMONTREE,"Hotels, Resorts & Cruise Lines","6243.26807181",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indigo Paints Ltd,INDIGOPNTS,"Paints","6194.196944355001",,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEML Ltd,BEML,"Rail","6182.958915",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ingersoll-Rand (India) Ltd,INGERRAND,"Industrial Machinery","6118.98328",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Patterns (India) Ltd,DATAPATTNS,"Aerospace & Defense Equipments","6080.33708025",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rain Industries Ltd,RAIN,"Commodity Chemicals","5966.77234546","0.70175438596491","177.5","0.0631424375917768","-1.24286194155189","190","-3.3145275035260804","185","21.615384615384617","324.63343108504404","2.093","0.9860000000000001","0.3964088397790055","170","2009000","5068000","4798500","10290000","3500","177.5","0.1","0.2638959090981814","177.23610409090182","1.75","200","-2128.70359","0.2554945054945055","359.2","200"
Keystone Realtors Ltd,RUSTOMJEE,"Real Estate","5956.92799713",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quess Corp Ltd,QUESS,"Employment Services","5953.7495522",,,,,,,,,,,,,,,,,,,,,,,,,,,,
INOX Leisure Ltd,INOXLEISUR,"Theatres","5952.5263916",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Welspun Corp Ltd,WELCORP,"Iron & Steel","5921.0255028",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rattanindia Enterprises Ltd,RTNINDIA,"Power Trading & Consultancy","5881.55711396",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ujjivan Small Finance Bank Ltd,UJJIVANSFB,"Private Banks","5873.2865664050005",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCC Ltd,NCC,"Construction & Engineering","5854.6694331",,,,,,,,,,,,,,,,,,,,,,,,,,,,
V-mart Retail Ltd,VMART,"Retail - Department Stores","5824.678780635",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kfin Technologies Ltd,KFINTECH,"Business Support Services","5818.829462175",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intellect Design Arena Ltd,INTELLECT,"Software Services","5810.68960911","1.11420612813371","450","0.0220930232558138","0.46326935804103997","400","-7.3558648111332","470","28.475728155339805","145.53072625698326","1.406","0.13899999999999998","0.4129692832764505","450","363000","879000","466000","4554000","1000","432","3.15","0.6969799161884112","431.3030200838116","0.6","450","1437.98191","-0.6825072389712145","61.33333333333333","440"
Sun Pharma Advanced Research Co Ltd,SPARC,"Pharmaceuticals","5808.0751063650005",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Borosil Renewables Ltd,BORORENEW,"Housewares","5799.430185075",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edelweiss Financial Services Ltd,EDELWEISS,"Diversified Financials","5793.41860575",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brightcom Group Ltd,BCG,"Advertising","5771.25655678",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delta Corp Ltd,DELTACORP,"Theme Parks & Gaming","5725.539863475","1.9848771266540701","235","0.0308839190628327","-1.21711115088598","185","4.387096774193551","260","21.47084484513596","147.25415070242659","3.374","0.325","0.5573347107438017","200","3021200","5420800","2265200","15453200","2800","215.4","1.35","0.3541054849883949","215.0458945150116","0.7","220","1387.36639","-0.6046288377288673","122.47422680412372","205"
Religare Enterprises Ltd,RELIGARE,"Investment Banking & Brokerage","5710.01309844",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Godawari Power and Ispat Ltd,GPIL,"Iron & Steel","5650.48456892",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ircon International Ltd,IRCON,"Construction & Engineering","5647.79683855",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jubilant Pharmova Ltd,JUBLPHARMA,"Pharmaceuticals","5640.330654565",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orient Electric Ltd,ORIENTELEC,"Home Electronics & Appliances","5633.864224645",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gujarat Ambuja Exports Ltd,GAEL,"Agro Products","5621.0089383",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahindra Lifespace Developers Ltd,MAHLIFE,"Real Estate","5617.65130394",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caplin Point Laboratories Ltd,CAPLIPOINT,"Pharmaceuticals","5600.468293569999",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garden Reach Shipbuilders & Engineers Ltd,GRSE,"Shipbuilding","5597.01072",,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIS Ltd,SIS,"Business Support Services","5585.69042055",,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMTC Ltd,MMTC,"Commodities Trading","5572.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Usha Martin Ltd,USHAMART,"Iron & Steel","5563.06539255",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gujarat Alkalies And Chemicals Ltd,GUJALKALI,"Commodity Chemicals","5537.8787404800005",,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE Info Systems Ltd,MAPMYINDIA,"Software Services","5536.18184724",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gujarat State Fertilizers and Chemicals Ltd,GSFC,"Fertilizers & Agro Chemicals","5532.86050405",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prism Johnson Ltd,PRSMJOHNSN,"Cement","5526.8552484",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restaurant Brands Asia Ltd,RBA,"Restaurants & Cafes","5466.39163026",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jammu and Kashmir Bank Ltd,J&KBANK,"Private Banks","5417.939016735",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sobha Ltd,SOBHA,"Real Estate","5382.50215775",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reliance Power Ltd,RPOWER,"Power Generation","5297.84647036",,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPL Ltd,EPL,"Packaging","5286.095813065001",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avanti Feeds Ltd,AVANTIFEED,"Packaged Foods & Meats","5261.12500245",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maharashtra Scooters Ltd,MAHSCOOTER,"Two Wheelers","5234.79842956",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahindra Holidays and Resorts India Ltd,MHRIL,"Hotels, Resorts & Cruise Lines","5215.488075",,,,,,,,,,,,,,,,,,,,,,,,,,,,
